ZH-34	631007	537565
ZH-34	632507	537565
ZH-34	629507	537565
ZH-34	626507	537565
ZH-34	628007	537565
ZH-34	638507	537565
ZH-34	640007	537565
ZH-34	637007	537565
ZH-34	634007	537565
ZH-34	635507	537565
ZH-34	625007	537565
ZH-34	614507	537565
ZH-34	616007	537565
ZH-34	613007	537565
ZH-34	610007	537565
ZH-34	611507	537565
ZH-34	622007	537565
ZH-34	623507	537565
ZH-34	620507	537565
ZH-34	617507	537565
ZH-34	619007	537565
ZH-34	641507	537565
ZH-34	664007	537565
ZH-34	665507	537565
ZH-34	662507	537565
ZH-34	659507	537565
ZH-34	661007	537565
ZH-34	671507	537565
ZH-34	673007	537565
ZH-34	670007	537565
ZH-34	667007	537565
ZH-34	668507	537565
ZH-34	658007	537565
ZH-34	647507	537565
ZH-34	649007	537565
ZH-34	646007	537565
ZH-34	643007	537565
ZH-34	644507	537565
ZH-34	655007	537565
ZH-34	656507	537565
ZH-34	653507	537565
ZH-34	650507	537565
ZH-34	652007	537565
ZH-35	631103	527649
ZH-35	632603	527649
ZH-35	629603	527649
ZH-35	626603	527649
ZH-35	628103	527649
ZH-35	638603	527649
ZH-35	640103	527649
ZH-35	637103	527649
ZH-35	634103	527649
ZH-35	635603	527649
ZH-35	625103	527649
ZH-35	614603	527649
ZH-35	616103	527649
ZH-35	613103	527649
ZH-35	610103	527649
ZH-35	611603	527649
ZH-35	622103	527649
ZH-35	623603	527649
ZH-35	620603	527649
ZH-35	617603	527649
ZH-35	619103	527649
ZH-35	641603	527649
ZH-35	664103	527649
ZH-35	665603	527649
ZH-35	662603	527649
ZH-35	659603	527649
ZH-35	661103	527649
ZH-35	671603	527649
ZH-35	673103	527649
ZH-35	670103	527649
ZH-35	667103	527649
ZH-35	668603	527649
ZH-35	658103	527649
ZH-35	647603	527649
ZH-35	649103	527649
ZH-35	646103	527649
ZH-35	643103	527649
ZH-35	644603	527649
ZH-35	655103	527649
ZH-35	656603	527649
ZH-35	653603	527649
ZH-35	650603	527649
ZH-35	652103	527649
ZH-36	688073	537565
ZH-36	686573	537565
ZH-36	685073	537565
ZH-36	689573	537565
ZH-36	694073	537565
ZH-36	692573	537565
ZH-36	691073	537565
ZH-36	677573	537565
ZH-36	676073	537565
ZH-36	674573	537565
ZH-36	679073	537565
ZH-36	683573	537565
ZH-36	682073	537565
ZH-36	680573	537565
ZH-36	695573	537565
ZH-36	710573	537565
ZH-36	709073	537565
ZH-36	707573	537565
ZH-36	712073	537565
ZH-36	716573	537565
ZH-36	715073	537565
ZH-36	713573	537565
ZH-36	700073	537565
ZH-36	698573	537565
ZH-36	697073	537565
ZH-36	701573	537565
ZH-36	706073	537565
ZH-36	704573	537565
ZH-36	703073	537565
ZH-37	688193	527649
ZH-37	686693	527649
ZH-37	685193	527649
ZH-37	689693	527649
ZH-37	694193	527649
ZH-37	692693	527649
ZH-37	691193	527649
ZH-37	677693	527649
ZH-37	676193	527649
ZH-37	674693	527649
ZH-37	679193	527649
ZH-37	683693	527649
ZH-37	682193	527649
ZH-37	680693	527649
ZH-37	695693	527649
ZH-37	710693	527649
ZH-37	709193	527649
ZH-37	707693	527649
ZH-37	712193	527649
ZH-37	716693	527649
ZH-37	715193	527649
ZH-37	713693	527649
ZH-37	700193	527649
ZH-37	698693	527649
ZH-37	697193	527649
ZH-37	701693	527649
ZH-37	706193	527649
ZH-37	704693	527649
ZH-37	703193	527649
ZH-38	725784	537565
ZH-38	724284	537565
ZH-38	728784	537565
ZH-38	727284	537565
ZH-38	719784	537565
ZH-38	718284	537565
ZH-38	722784	537565
ZH-38	721284	537565
ZH-38	730284	537565
ZH-38	739284	537565
ZH-38	737784	537565
ZH-38	742284	537565
ZH-38	740784	537565
ZH-38	733284	537565
ZH-38	731784	537565
ZH-38	736284	537565
ZH-38	734784	537565
ZH-39	725724	527649
ZH-39	724224	527649
ZH-39	728724	527649
ZH-39	727224	527649
ZH-39	719724	527649
ZH-39	718224	527649
ZH-39	722724	527649
ZH-39	721224	527649
ZH-39	730224	527649
ZH-39	739224	527649
ZH-39	737724	527649
ZH-39	742224	527649
ZH-39	740724	527649
ZH-39	733224	527649
ZH-39	731724	527649
ZH-39	736224	527649
ZH-39	734724	527649
ZH-42	552039	539651
ZH-42	554036	539540
ZH-42	565721	538859
ZH-42	563721	539083
ZH-42	560027	539207
ZH-42	561832	539112
ZH-42	556033	539429
ZH-42	558030	539318
ZH-43	571509	538469
ZH-43	573407	538384
ZH-43	567712	538638
ZH-43	569611	538553
ZH-43	575305	538300
ZH-43	580999	538047
ZH-43	582897	537963
ZH-43	577203	538216
ZH-43	579101	538131
ZH-44	584944	527409
ZH-44	586944	527409
ZH-44	588944	527409
ZH-45	583772	530697
ZH-45	583772	528697
ZH-45	583772	532697
ZH-45	583772	536697
ZH-45	583772	534697
ZH-46	588977	538106
ZH-46	586977	538106
ZH-46	584977	538106
ZH-46	594977	538106
ZH-46	592977	538106
ZH-46	590977	538106
ZH-47	600770	538106
ZH-47	598770	538106
ZH-47	596770	538106
ZH-47	606770	538106
ZH-47	604770	538106
ZH-47	602770	538106
ZH-48	594744	528036
ZH-48	596744	528036
ZH-48	590744	528036
ZH-48	592744	528036
ZH-48	598744	528036
ZH-48	604744	528036
ZH-48	606744	528036
ZH-48	600744	528036
ZH-48	602744	528036
ZH-49	748812	537506
ZH-49	750812	537506
ZH-49	744812	537506
ZH-49	746812	537506
ZH-49	756812	537506
ZH-49	758812	537506
ZH-49	752812	537506
ZH-49	754812	537506
ZH-50	760142	531612
ZH-50	760142	529612
ZH-50	760142	535612
ZH-50	760142	533612
ZH-51	747555	527700
ZH-51	749555	527700
ZH-51	743555	527700
ZH-51	745555	527700
ZH-51	751555	527700
ZH-51	757555	527700
ZH-51	759555	527700
ZH-51	753555	527700
ZH-51	755555	527700
ZH-52	781183	527699
ZH-52	779183	527699
ZH-52	777183	527699
ZH-52	783183	527699
ZH-52	789183	527699
ZH-52	787183	527699
ZH-52	785183	527699
ZH-52	775183	527699
ZH-52	765183	527699
ZH-52	763183	527699
ZH-52	761183	527699
ZH-52	767183	527699
ZH-52	773183	527699
ZH-52	771183	527699
ZH-52	769183	527699
ZH-52	811183	527699
ZH-52	809183	527699
ZH-52	807183	527699
ZH-52	813183	527699
ZH-52	819183	527699
ZH-52	817183	527699
ZH-52	815183	527699
ZH-52	805183	527699
ZH-52	795183	527699
ZH-52	793183	527699
ZH-52	791183	527699
ZH-52	797183	527699
ZH-52	803183	527699
ZH-52	801183	527699
ZH-52	799183	527699
ZH-53	826876	527716
ZH-53	828876	527716
ZH-53	824876	527716
ZH-53	820876	527716
ZH-53	822876	527716
ZH-53	836876	527716
ZH-53	838876	527716
ZH-53	834876	527716
ZH-53	830876	527716
ZH-53	832876	527716
